model,ll,T_NDH,T_ND,N_Anc,N_Yor,N_ND,N_Den,N_Alt,T_H_N,p_H_N,N_Gho,MH_pulse,T_Gho,T_Gho_Den,p_Gho_Den,T_pHN,p_HN
479,-298.5249839904275,899999.9999396314,500000.1017220453,13563.759483163862,33152.197098610406,14666.694674517768,1106.177406953969,3000.4876422544044,,,49999.999999516745,False,1900000.0,150000.0,0.05,,
480,-428.4562166326372,899999.9999999912,505202.18158572895,13442.547894098465,33461.69821783964,13803.521121266682,1000.000000001761,3062.372115890036,,,49999.999999598906,False,1900000.0,150000.0,0.06,,
481,-624.7383239628206,899999.9999999992,500000.0000136794,13342.00231929097,33932.399381763746,13268.34468537138,1000.0000000000008,3100.2658554250334,,,17824.063838336384,False,1900000.0,150000.0,0.07,,
482,-906.2478366377284,899999.9999944819,500001.7419424978,13217.165335645224,34326.33167953905,12802.578739410646,1000.0000000076824,3166.9891935926184,,,10254.03722544552,False,1900000.0,150000.0,0.08,,
483,-1265.1456266895275,899999.9999953021,500000.05934396497,13078.09979445409,34800.46342404959,12050.7772613943,1000.0000000014954,3238.346864908119,,,7455.018786202117,False,1900000.0,150000.0,0.09,,
484,-1699.7777241443794,899999.9999974124,500000.000000895,12910.136636566724,35192.72028032095,11551.27813975101,1000.0000000047668,3306.8421926209558,,,5906.863723946173,False,1900000.0,150000.0,0.1,,
485,-216.8068237489865,726189.8454057649,653217.0689728583,16708.741883666426,27142.45640272603,3164.652442951982,3437.9901130256976,3689.658320849073,,,49999.99999892247,False,1900000.0,200000.0,0.005,,
486,-172.34302026615546,740940.5233366215,650308.0420327237,16436.82389309922,27755.3902241454,3826.766137339129,3134.113727800525,3689.426431508804,,,49999.999731876975,False,1900000.0,200000.0,0.01,,
487,-120.97735930388752,774931.9762508862,506353.4590528292,15835.891704795746,29026.15188475826,11687.992812371034,2331.2233519591864,2987.4289494483387,,,49999.99999953309,False,1900000.0,200000.0,0.02,,
488,-131.28826612878078,827940.3128741471,500003.0992559109,14915.31099131058,30797.27962741732,13472.35415794719,2056.623462135,2972.0710005272044,,,49999.99999992371,False,1900000.0,200000.0,0.03,,
489,-179.08518376225686,899999.9232492798,500000.0000020701,13702.8322964813,32935.766392877704,15392.77593950106,1869.3974288888069,2991.901592823083,,,49999.999999880725,False,1900000.0,200000.0,0.04,,
490,-263.9244169830944,899999.9999998984,505809.6365829195,13584.990050296365,33222.13620448491,14511.541341860202,1699.4741063433376,3049.91153141093,,,49999.99999941416,False,1900000.0,200000.0,0.05,,
491,-389.2308916498693,899999.9999997801,501531.9094917088,13459.551447243048,33495.59478422188,14127.854162688944,1559.668792889551,3050.110620017863,,,49999.999999780805,False,1900000.0,200000.0,0.06,,
492,-555.3532479788989,899999.9999998793,500000.0000043616,13334.448896203288,33843.34747406747,13392.081495000351,1452.1113299923447,3070.153937549648,,,49999.97721708405,False,1900000.0,200000.0,0.07,,
493,-764.2785050134906,899999.9999991166,500001.66392959846,13197.520713068008,34148.384870927104,12771.593082538033,1366.7851031412993,3099.6551707930844,,,49999.999999636384,False,1900000.0,200000.0,0.08,,
494,-1014.6915030092508,899999.9999925491,500000.00000983983,13046.963190754326,34428.463029571234,12197.019785086812,1295.4522682411848,3129.0101324470224,,,49999.99999963186,False,1900000.0,200000.0,0.09,,
495,-1306.0672543920873,899999.9999934988,500000.0092291781,12895.484352666736,34763.052065124546,11593.499100408491,1239.7090703234976,3162.6005433743926,,,49999.67268826284,False,1900000.0,200000.0,0.1,,
496,-217.1814133612619,742379.9774184356,675037.2554431775,16456.29837904734,27631.087070930927,2866.68050501534,3597.200472631958,3781.671468877285,,,500.0000096735495,False,1900000.0,250000.0,0.005,,
497,-164.51466472408555,718133.3485868288,614858.9631566004,16790.141706146405,27076.79997756575,4489.244769202337,3197.457339644944,3537.59500601046,,,49999.99987180584,False,1900000.0,250000.0,0.01,,
498,-108.33381605188342,772312.1299223932,524245.75268848287,15875.990704833794,28969.140185271062,10708.11277593378,2628.4724809123886,3096.468142127139,,,49999.99999935581,False,1900000.0,250000.0,0.02,,
499,-111.78955525196196,817544.9761888094,500000.24465070775,15079.734262124512,30532.9442671426,13104.976869926444,2369.866819341727,2980.55589137033,,,49999.99999958576,False,1900000.0,250000.0,0.03,,
500,-154.39408393637865,899260.6530166892,500000.0000094508,13726.149480919274,32941.90413934531,15401.246482347147,2236.6655089569263,3001.852369826042,,,49999.99999985808,False,1900000.0,250000.0,0.04,,
501,-232.31054987695003,899999.9999947537,500000.72334157577,13602.973065153592,33264.30232773958,14747.754394572752,2101.7702635859964,3027.5783790111213,,,49999.99999992176,False,1900000.0,250000.0,0.05,,
502,-353.0218797885831,899999.9999995227,500000.78071702167,13480.748644076151,33544.8027699604,14191.228421819447,1986.4379814173803,3053.735323590035,,,49999.9999999174,False,1900000.0,250000.0,0.06,,
503,-515.2846384338197,899999.9999928065,500000.00300283945,13353.82129188731,33874.21954722366,13460.488245833156,1888.6627727500056,3082.360442885737,,,49999.99987497868,False,1900000.0,250000.0,0.07,,
504,-719.9013390123457,899999.9999993213,500005.0093247577,13215.276080621,34148.91665246727,12949.220853350633,1804.8659569274032,3110.816065664568,,,49999.999999606895,False,1900000.0,250000.0,0.08,,
505,-965.0509493738,899999.9999990112,500000.0000055739,13072.227905815706,34484.69260315643,12259.031855827418,1733.0605060220023,3142.1856317001348,,,49999.99823961469,False,1900000.0,250000.0,0.09,,
506,-1251.2257978934665,899999.9999999992,500000.019177505,12917.972160582418,34792.65861455455,11687.569992829294,1670.9706421021317,3174.160390146627,,,49999.99999985461,False,1900000.0,250000.0,0.1,,
507,-212.24218140924145,740307.446690695,646739.3409436963,16492.77276398131,27568.9948390963,4066.366179495573,3566.646311010763,3666.4416481660273,,,500.0000000155203,False,1900000.0,300000.0,0.005,,
508,-169.46531748668357,720350.3633148806,676885.6502974789,16745.5500985612,27146.91858225174,1809.2758265066311,3499.905535593375,3807.0817858680975,,,19739.9613673132,False,1900000.0,300000.0,0.01,,
509,-100.05821160985025,768263.1577545789,531533.9519676853,15938.546385711405,28852.13793486213,10197.491361543154,2819.448196117323,3140.930267409285,,,49999.99999984298,False,1900000.0,300000.0,0.02,,
510,-98.83971579952032,814381.9222863581,510008.5730448933,15133.748771813924,30455.37188617808,12508.98738391482,2610.8104896893037,3044.551196027067,,,49999.99999939489,False,1900000.0,300000.0,0.03,,
511,-137.64136269860853,897978.0640997861,500000.0157558517,13748.462328356867,32903.11105651446,15397.026023228467,2482.9340064560165,3007.077822833716,,,49999.999999842,False,1900000.0,300000.0,0.04,,
512,-264.68940538095615,899999.9999999943,737734.5699421414,13566.67933620863,33300.05668091034,5106.64345723818,2678.3336609877765,4109.617119224734,,,49999.99999983907,False,1900000.0,300000.0,0.05,,
513,-326.68113837330134,899999.999995649,500000.7428906948,13494.13682553444,33576.70856298156,14122.355101124936,2294.426517925227,3062.079348633133,,,49999.99999030154,False,1900000.0,300000.0,0.06,,
514,-484.88707173851816,899999.9999992589,500001.6502594695,13365.789087107243,33861.099016805216,13552.838037164094,2214.703338831393,3090.21626580084,,,49999.99999981376,False,1900000.0,300000.0,0.07,,
515,-684.6413190646863,899999.999999649,500000.008541879,13232.734614512836,34186.04964301828,12892.8854931074,2144.8707584932413,3120.50076944408,,,49999.999999379965,False,1900000.0,300000.0,0.08,,
516,-925.682360368156,899999.9999988528,500000.0002180369,13088.911435044289,34492.23813321889,12308.788394029876,2081.976561480742,3151.362193954993,,,49999.95954285848,False,1900000.0,300000.0,0.09,,
517,-1207.6187909115065,899999.9999937866,500000.2283689499,12936.822535979658,34770.6393922899,11833.680471203465,2025.674739549334,3182.411732179357,,,49999.99999999068,False,1900000.0,300000.0,0.1,,
518,-216.34712755810463,715104.6502851486,664335.1532625282,16870.701898871554,26814.672451129736,2189.7790235171283,3707.083875075789,3742.0667371673594,,,500.00000000441406,False,1900000.0,400000.0,0.005,,
519,-155.54056900294313,731241.8211825021,611534.3708352396,16593.047121016087,27465.020427666022,5203.017400765718,3439.414096073213,3525.85714420299,,,500.0000000220471,False,1900000.0,400000.0,0.01,,
520,-90.26030693623328,766229.3295357355,533036.2952282911,15975.66932247857,28784.577760475902,10045.646477947355,3031.382348972971,3151.5798267279188,,,49999.99999934968,False,1900000.0,400000.0,0.02,,
521,-83.41486829280153,809402.8006515753,519734.7705055596,15215.619921705798,30305.194854289803,11867.500130384564,2908.983806533896,3104.1604523553924,,,49999.99999973071,False,1900000.0,400000.0,0.03,,
522,-117.66279138874408,892110.5200330581,504933.0611139417,13849.374204152447,32746.11311030832,14959.896188483404,2803.663746784013,3040.750229643404,,,49999.99999996226,False,1900000.0,400000.0,0.04,,
523,-186.14413479687016,899999.9999991918,522675.925772844,13616.786653860285,33228.534744174525,13852.71433791546,2806.7937474527275,3171.652469891817,,,49999.99999993775,False,1900000.0,400000.0,0.05,,
524,-295.0628918880835,899999.9999999831,500003.25962739246,13505.910137851026,33540.39444473336,14180.109639200044,2691.3122064284903,3068.2315362921786,,,49999.99999978826,False,1900000.0,400000.0,0.06,,
525,-447.103427029418,899999.999999171,500002.09212067735,13381.844554135654,33838.74818634922,13583.605266950008,2648.1604996398387,3097.698057315914,,,49999.99999985248,False,1900000.0,400000.0,0.07,,
526,-640.62038406392,899999.9999955499,500000.0061000429,13250.951027418649,34149.64646679485,12974.504637257694,2609.006695139246,3128.957494348372,,,49999.99999987699,False,1900000.0,400000.0,0.08,,
527,-875.1689206741736,899999.999998637,500006.1716440855,13110.879792828504,34454.65854411218,12405.14793783328,2572.0061821315608,3160.799447821369,,,49999.999999550586,False,1900000.0,400000.0,0.09,,
528,-1150.1262809660536,899999.999998992,500000.8712694667,12961.907565686475,34755.67851445297,11872.5211951015,2537.253062680525,3193.087438350867,,,49999.9999998126,False,1900000.0,400000.0,0.1,,
529,-209.1474044455012,733878.0691105118,635359.2986604493,16595.21815100654,27369.25544769468,4320.312656277435,3644.1742700432087,3616.5940050470713,,,500.0004677661282,False,1900000.0,500000.0,0.005,,
530,-152.31728912489723,718417.1024577098,542050.135148409,16792.719636832124,27000.78636042804,8164.011952694072,3212.8257384200933,3168.97849535616,,,500.0000000000003,False,1900000.0,500000.0,0.01,,
531,-85.01939972864696,765630.1369290071,532453.256172903,15990.264447547795,28747.609325467365,10056.446029168215,3139.955388632417,3146.86700637302,,,17311.53200346623,False,1900000.0,500000.0,0.02,,
532,-75.41182599110235,807006.1447116298,521999.22823455086,15262.231136231294,30219.776939881333,11681.010186926556,3066.7014434850207,3116.5115477221107,,,49999.99999990364,False,1900000.0,500000.0,0.03,,
533,-107.22984879959031,886785.5006438097,509738.4248604708,13939.525744996115,32590.52629967884,14561.715369530564,2994.5948360983675,3068.8613332939485,,,49999.99999987424,False,1900000.0,500000.0,0.04,,
534,-175.457810002506,899999.9999999992,560654.4605428202,13589.60766026379,33186.28006025313,12162.923638933422,3150.440037292942,3379.0792215121064,,,49999.999999915184,False,1900000.0,500000.0,0.05,,
535,-278.9297241072111,899999.9999978505,500000.0000007822,13518.160547611358,33515.686171103385,14170.846298165126,2923.3856113576494,3068.634708438481,,,49999.99999944268,False,1900000.0,500000.0,0.06,,
536,-427.72475504058167,899999.9999986002,500000.0125615455,13394.380700918846,33812.735956254764,13563.615900130411,2907.9980947326976,3098.8501208102,,,49999.99999964429,False,1900000.0,500000.0,0.07,,
537,-617.8591125616572,899999.9999996027,500000.77441229776,13263.238139624522,34113.80757255709,12970.65555959574,2893.5869479245343,3130.177358688279,,,49999.99999955903,False,1900000.0,500000.0,0.08,,
538,-913.4632552005672,899999.9999975403,792000.1837949379,13061.007488829777,34425.80342469342,2681.83654196052,3338.426035012513,4389.2543503011175,,,49999.962844663816,False,1900000.0,500000.0,0.09,,
539,-1119.6835347170038,899999.9999935275,500000.0010148297,12977.765224359717,34721.919124781,11863.887749259104,2866.891919011996,3195.996252020929,,,49999.999999623775,False,1900000.0,500000.0,0.1,,
540,-217.57720387421008,759003.395876621,695336.4634791784,16185.908958825656,28106.82309543968,2637.407621778299,3016.8343559772584,3845.5464749835583,,,49999.96998195875,False,2200000.0,100000.0,0.005,,
541,-179.72425652003523,798611.6342583323,500000.00012024754,15519.197398269687,29332.522244725264,13360.069448555378,1748.6337088632006,2910.112031046642,,,32974.35789804398,False,2200000.0,100000.0,0.01,,
542,-280.17165315507145,899998.0252210095,679787.207127547,13822.69851027092,32606.83430152082,7992.492608217763,1000.0000000045028,3864.7351271943567,,,14789.132460117493,False,2200000.0,100000.0,0.02,,
543,-878.9284749506951,899999.9999914252,500001.1077811373,13715.289152619747,33273.804494473035,15430.668248988492,1000.0000000008188,3156.327607858707,,,6292.36773801062,False,2200000.0,100000.0,0.03,,
544,-2238.317507509756,899999.9999951038,500000.00239862857,13407.08239923287,33984.47679122297,14372.648711561382,1000.0000000044512,3323.362335958957,,,3976.045915291724,False,2200000.0,100000.0,0.04,,
545,-4449.830798646241,899999.9999904612,811741.93337766,12820.958561991943,34580.13815918827,2359.052213535928,1000.0000002967988,4939.641315088627,,,2663.382400236369,False,2200000.0,100000.0,0.05,,
546,-6983.211789422695,899999.9999978569,806082.7018396792,12144.305251364603,34984.217433877195,2335.123571228335,1000.000000059188,5097.241092718822,,,1536.9380769370707,False,2200000.0,100000.0,0.06,,
547,-9649.160073128249,899999.9999919112,500006.3758867273,11431.478432939251,35322.61254734104,11896.142607597409,1000.0000000000008,3796.200947464802,,,680.2347056725764,False,2200000.0,100000.0,0.07,,
548,-13128.592562024674,899999.999999179,838513.5972173318,10279.120029513444,35311.75567517743,1214.4710002191437,1000.0000000000008,5449.70720710986,,,500.04076849710793,False,2200000.0,100000.0,0.08,,
549,-16220.70886831624,899999.9999999576,500000.0000194988,10000.000000000027,36119.24833009305,10328.35796065082,1000.0000000000016,4140.598968132385,,,500.0307445670795,False,2200000.0,100000.0,0.09,,
550,-19987.10516485892,899999.9999996778,500002.2601268954,10000.00000000001,37242.77266675737,9636.276766546933,1000.0000000000052,4362.203755960682,,,500.1170048177885,False,2200000.0,100000.0,0.1,,
551,-202.72129645930187,738542.2510849162,638264.1444933634,16507.760327851513,27549.899261466355,4352.750351444548,3170.6284918794418,3622.6511928936006,,,49999.99999991607,False,2200000.0,150000.0,0.005,,
552,-180.2976132618341,733221.2622569458,676891.225506954,16512.834070380904,27614.28478820332,2306.0920170989725,2715.6647996410443,3793.832556952786,,,49999.98645086528,False,2200000.0,150000.0,0.01,,
553,-151.16896768642997,819451.2812730047,500001.0515668112,15068.375824421144,30416.58817330611,13436.586812868643,1719.889557873958,2947.0802153007576,,,49999.99999979191,False,2200000.0,150000.0,0.02,,
554,-216.64018914553384,892684.8998735207,500000.0000000113,13786.86845621539,32703.062240311963,15319.17406391731,1347.4247114645066,2971.871107473972,,,49999.999999894666,False,2200000.0,150000.0,0.03,,
555,-348.64804989766697,899999.9999999672,506291.6871155888,13512.850347420672,33298.489266460136,14394.79284183569,1113.210820760282,3039.852738982449,,,49999.99999949499,False,2200000.0,150000.0,0.04,,
556,-557.477880882172,899999.9999954492,500000.0011490184,13355.762778411849,33782.50484018732,13746.751715253296,1000.0000000000282,3052.228933677623,,,49999.91521765205,False,2200000.0,150000.0,0.05,,
